序号,课程号,课程名称,开课单位,课程类型,班号,学分,起止周,上课时间,教师,备注
779,4830220,数据库概论,信息科学技术学院,专业限选,1,3,1-16,星期二(第7节-第8节) 星期四(第3节-第4节)(单),陈立军,
780,4831420,数据结构与算法 (B),信息科学技术学院,理科生必修,1,3,1-16,星期二(第7节-第8节),段凌宇,连上3节，C语言，同时选04830494“数据结构与算法上机”1号班
781,4832580,算法设计与分析（研讨型小班）,信息科学技术学院,专业必修,1,0,1-16,星期五(第5节-第6节),蒋婷婷,小班会按照老师给的实际分班名单手动添加，冲突选课无法添加。
782,4833200,JavaScript语言Web程序设计,信息科学技术学院,专业任选,1,2,1-16,星期五(第1节-第2节),张伟,
783,4834010,随机算法,信息科学技术学院,专业任选,1,4,1-16,星期一(第5节-第6节) 星期四(第3节-第4节),孔雨晴,
784,4834230,软件测试导论,信息科学技术学院,专业限选,1,3,1-16,星期一(第5节-第6节) 星期二(第5节-第6节)(单),郝丹,
785,4834470,计算概论（C）,信息科学技术学院,文科生必修,1,3,1-16,星期二(第5节-第6节) 星期四(第1节-第2节)(双),冯梅萍,同时选04831435“计算机实习”11号班冯梅萍老师
786,4834472,人工智能与计算思维,信息科学技术学院,文科生必修,1,3,1-16,星期一(第7节-第8节),陈斌,课程方向“社会科学”，同时选04831435“计算机实习”1号班
787,4834480,计算机网络（实验班）,信息科学技术学院,专业限选,1,4,1-16,星期一(第3节-第4节) 星期四(第5节-第6节),边凯归,
788,4834490,操作系统（实验班）,信息科学技术学院,专业必修,1,4,1-16,星期二(第3节-第4节) 星期四(第7节-第8节),金鑫,
789,4834770,数值分析,信息科学技术学院,专业限选,1,3,1-16,星期一(第1节-第2节) 星期四(第3节-第4节)(双),余肇飞,与“00130280 计算方法(B)”互斥。
790,4835630,优化方法,信息科学技术学院,专业任选,1,3,1-16,星期三(第5节-第6节) 星期五(第1节-第2节)(双),张嘉楠,
791,8612130,高等数理方程,工学院,专业任选,1,4,1-16,星期二(第1节-第2节) 星期三(第3节-第4节),唐少强,研本合上 -大三大四力工航
792,12633160,古气候与古环境,城市与环境学院,专业必修,1,3,1-16,星期四(第10节-第11节),朱丹,连排10-12
793,12635270,城乡游憩与旅游规划,城市与环境学院,专业任选,1,3,1-16,星期三(第7节-第8节),吴必虎,连排7-9，人文国土合
794,12635330,国土空间规划管理与法规,城市与环境学院,专业必修,1,2,1-16,星期四(第7节-第8节),楚建群,国土合
795,12635400,地理信息系统的规划应用,城市与环境学院,专业必修,1,2,1-16,星期一(第10节-第11节),吴龙峰,院楼105，国土合人文任
796,12639050,应用文化地理学,城市与环境学院,全校公选课,1,2,1-16,星期二(第10节-第11节),武弘麟,
797,12732070,环境监测实验,环境科学与工程学院,专业必修,1,3,1-16,星期四(第5节-第10节),郭松 胡敏 谢曙光 王婷,环境大楼110实验室
798,12733170,化学品环境风险评估与风险管理,环境科学与工程学院,专业任选,1,2,1-16,星期一(第10节-第11节),刘建国,
799,12735170,环境遥感基础,环境科学与工程学院,专业任选,1,2,1-16,星期三(第10节-第11节),李天宏,
800,89130043,生理学,工学院,专业必修,1,3,1-18,星期三(第3节-第4节),李长辉,生，强基（生）医学部上课
801,102928,数论专题,数学科学学院,专业任选,1,3,1-16,星期二(第3节-第4节) 星期四(第7节-第8节)(单),谢俊逸,研本合上课程
802,333480,生物医学光学及应用,工学院,专业任选,1,3,1-16,星期一(第10节-第11节),席鹏,周一10-12节 生，强基（生）
803,333920,生物医学工程设计Ｉ,工学院,专业必修,1,3,1-16,星期三(第10节-第12节),李长辉,上课教室在英杰306。生，强基（生）
804,334060,空气动力学基础,工学院,专业必修,1,4,1-16,星期一(第3节-第4节) 星期三(第7节-第8节),吕本帅,三教教室 航 强基（航）
805,334160,生物力学与医学工程概论,工学院,专业任选,1,3,1-16,星期二(第7节-第8节) 星期四(第5节-第6节)(双),熊春阳,强力+力 工生
806,334360,群体智能,工学院,专业任选,1,3,1-16,星期二(第5节-第6节) 星期五(第5节-第6节)(单),李阿明,大三机，力机双主修三下
807,334592,机器人学实验（二）,工学院,专业必修,1,3,1-16,星期四(第7节-第9节),王启宁 袁小婷,每周增加的两学时为开放实验 机，力机双主修 三下上课地点：王克祯楼902
808,431121,普通物理,医学部教学办,专业必修,1,4,1-16,星期三(第1节-第2节) 星期五(第1节-第2节),于彤军,需要理教一层教室
809,431172,光学,物理学院,专业必修,1,3,3-15,星期二(第7节-第8节),李焱,"卓越营，周二3-4,7-8，最后一周闭营考试"
810,1034640,应用化学基础,化学与分子工程学院,专业任选,1,2,1-16,星期四(第5节-第6节),褚泰伟,
811,1034900,分析化学（B）,医学部教学办,专业必修,1,2,1-16,星期一(第3节-第4节),罗海,药学
812,1035190,定量分析化学实验,化学与分子工程学院,专业必修,1,2,2-16,星期一(第3节-第9节),朱志伟,第二周绪论课，化学（学号双）+环工、城环、地空
813,1536830,生态学与环境变化,城市与环境学院,专业必修,1,2,1-16,星期五(第3节-第4节),方精云 徐福留 王志恒 朱彪,国土基
814,2132030,中国现代史,历史学系,专业必修,1,4,1-16,星期二(第10节-第11节) 星期四(第10节-第11节),王元周 王奇生,
815,2132110,社会调查与史学研究,历史学系,专业必修,1,2,1-16,星期四(第7节-第8节),黄江军,
816,2132472,中国现代史练习,历史学系,专业必修,1,2,1-16,星期二(第5节-第6节),王奇生 王元周,
817,2304581,物理学哲学专题,哲学系,全校公选课,1,3,1-16,星期一(第7节-第9节),颜春玲,本研合上
818,2319480,自然科学哲学问题,哲学系,专业任选,1,3,1-16,星期二(第7节-第9节),陆俏颖 颜春玲,本研合上
819,2430041,政治学原理,国际关系学院,专业必修,1,3,1-16,星期四(第7节-第8节),戴惟静,7-9三节连排
820,2430140,中华人民共和国对外关系,国际关系学院,专业必修,1,3,1-16,星期四(第10节-第11节),吴昊,10-12三节连排
821,2430300,东南亚政治经济与外交,国际关系学院,专业限选,1,3,1-16,星期一(第7节-第8节),翟崑,国关C209
822,2432090,本土视野下的中国外交与国际事务,国际关系学院,专业限选,1,3,1-16,星期四(第2节-第4节),陈长伟 节大磊,英文授课，最后一节课随堂考试。国关C209
823,2432140,中国政治与公共政策,国际关系学院,专业必修,1,3,1-16,星期一(第2节-第4节),雷少华,国关C209英文授课，最后一节课随堂考试
824,2432161,社会科学定量方法,国际关系学院,专业必修,1,3,1-16,星期四(第7节-第9节),罗杭,国关C108
825,2432250,“一带一路”沿线政治经济与国际关系概况,国际关系学院,全校公选课,1,2,1-16,星期三(第5节-第6节),孔凡君 韩华 王锁劳 关贵海 韦民 吴强 钱雪梅 郭洁 刘海方 项佐涛 翟崑 汪卫华,最后一节课随堂考试
826,2432422,专业文献选读（二）,国际关系学院,专业必修,1,1,1-16,星期四(第2节-第4节),沈青兰,国关C109
827,2432427,中国特色大国外交部长大使讲座,国际关系学院,全校公选课,1,2,1-16,星期六(第7节-第8节),卢晓 张海滨,理教308，慕课，线下课时间第1、5、7、8、9周
828,2433240,对外政策分析,国际关系学院,专业限选,1,3,1-16,星期三(第7节-第9节),张清敏,国关C108
829,2530060,微观经济学,经济学院,专业必修,1,3,1-16,星期一(第5节-第6节) 星期三(第3节-第4节),梁远宁,Taught in English
830,2530061,微观经济学“习题课”,经济学院,专业必修,1,0,1-16,星期四(第10节-第11节)(单),梁远宁,
831,2530070,宏观经济学,经济学院,专业必修,1,3,1-16,星期二(第7节-第8节) 星期四(第7节-第8节),张延,
832,2530071,宏观经济学“习题课”,经济学院,专业必修,1,0,1-16,星期四(第10节-第11节)(双),张延,
833,2837190,供应链管理,光华管理学院,专业任选,1,2,1-16,星期一(第5节-第6节),郑晓娜,
834,2838070,从案例学习管理,光华管理学院,专业任选,1,3,1-16,星期二(第7节-第8节),易希薇,申请7-9节三节连排
835,2839080,中国金融,光华管理学院,专业任选,1,2,1-16,星期一(第10节-第11节),贾春新 刘俏 张宇 徐江旻,
836,2839640,深度学习与文本分析,光华管理学院,专业任选,1,2,1-16,星期四(第10节-第11节),郑杰鑫,新增人工智能Minor课程
837,2839650,数据驱动模型与运营分析,光华管理学院,专业任选,1,2,1-16,星期一(第10节-第11节),,新增人工智能Minor课程，任课教师为管科系新教员韩锦晖老师。
838,2930212,人工智能的法律治理,法学院,专业任选,1,3,1-16,星期一(第7节-第8节),胡凌,本硕合 改7-9
839,2930340,国际经济法,法学院,专业必修,1,3,1-16,星期三(第7节-第8节),张智勇,改7-9
840,3030010,图书馆学概论,信息管理系,专业限选,1,2,1-16,星期一(第3节-第4节),周亚,
841,3032130,信息组织,信息管理系,专业必修,1,4,1-16,星期三(第5节-第6节) 星期四(第7节-第8节),张鹏翼,6个小班该课程为大班授课小班讨论形式。选此课必须同时选择信息组织小班
842,3131410,自杀社会问题研究,社会学系,通选课,1,2,1-16,星期四(第10节-第11节),鄢盛明,
843,3131500,社会调查与研究方法,社会学系,专业必修,1,4,1-16,星期一(第5节-第6节) 星期二(第5节-第6节),吴利娟,
844,3132550,社会调查实践,社会学系,专业必修,1,4,1-16,,林叶,限社会学系2022级本科生选课
845,3231750,中国地方政府与政治,政府管理学院,专业必修,1,3,1-16,星期三(第2节-第4节),张长东,政管505，本研合开
846,3232430,西方政治思想原著选读,政府管理学院,专业限选,1,3,1-16,星期二(第7节-第9节),庞亮,政管B107
847,3232550,区域经济学,政府管理学院,专业必修,1,3,1-16,星期四(第7节-第9节),薛领,政管515
848,3232870,欧洲政治思想史,政府管理学院,专业限选,1,3,1-16,星期一(第7节-第9节),费海汀,政管505
849,3232900,人文社会科学中的质性研究方法,政府管理学院,专业限选,1,3,1-16,星期四(第10节-第12节),罗祎楠,政管504，本研合开
850,3232930,社会调研与实践,政府管理学院,专业必修,1,2,1-16,,罗祎楠 严洁 杨文辉 张洪谋 刘宇辰 向天怡,仅限政府管理学院2025届本科毕业生选课，非课堂教学
851,3232960,中国政府与政治,政府管理学院,专业必修,1,3,1-16,星期三(第7节-第9节),何增科,政管506
852,3233420,美国政治发展史,政府管理学院,专业限选,1,3,1-16,星期三(第7节-第9节),孙宏哲,政管B104
853,3233460,非营利组织与社会创新,政府管理学院,专业限选,1,3,1-16,星期二(第2节-第4节),罗薇,政管503，本研合开
854,3233520,房地产经济与管理,政府管理学院,专业限选,1,2,1-16,星期五(第3节-第4节),张波,政管502
855,3233540,政治心理学,政府管理学院,专业限选,1,3,1-16,星期三(第10节-第12节),刘颜俊,政管503，本研合开
856,3530490,韩国大众媒体和流行文化,外国语学院,全校公选课,1,2,1-16,星期三(第7节-第8节),朴志薰 KEUMJIA,外院新楼204
857,3531404,基础韩国（朝鲜）语 (四),外国语学院,专业必修,1,8,1-16,星期一(第7节-第8节) 星期二(第5节-第6节) 星期三(第7节-第8节) 星期四(第5节-第6节) 星期五(第3节-第4节),文丽华 LEE SEUNG EUN,
858,3531406,基础韩国（朝鲜）语（二）,外国语学院,专业必修,1,8,1-16,星期一(第7节-第8节) 星期二(第5节-第6节) 星期三(第5节-第6节) 星期四(第5节-第6节),丁一 宋文志,
859,3531731,朝鲜半岛问题研究导论,外国语学院,专业必修,1,2,1-16,星期二(第3节-第4节),李婷婷,
860,3531770,韩国（朝鲜）社会与文化专题,外国语学院,专业必修,1,2,1-16,星期一(第5节-第6节),KEUMJIA,
861,3531802,韩国（朝鲜）语视听说（二）,外国语学院,专业任选,1,2,1-16,星期二(第7节-第8节) 星期四(第7节-第8节),丁一 LEE SEUNG EUN,
862,3531812,高级韩国（朝鲜）语（二）,外国语学院,专业任选,1,5,1-16,星期一(第5节-第6节) 星期二(第7节-第8节) 星期三(第7节-第8节) 星期四(第5节-第6节),李婷婷,
863,3531840,高级韩国（朝鲜）语听说（下）,外国语学院,专业任选,1,2,1-16,星期一(第7节-第8节),丁一,
864,3532024,基础日语 (四),外国语学院,专业必修,1,6,1-16,星期一(第3节-第4节) 星期二(第1节-第2节) 星期三(第3节-第4节) 星期四(第3节-第4节) 星期五(第1节-第2节),葛奇蹊 渡边直子,
865,3532440,日语语法概论,外国语学院,专业必修,1,2,1-16,星期二(第7节-第8节),李奇楠,
866,3538107,走进中东之文学,外国语学院,全校公选课,1,4,1-16,星期四(第10节-第11节) 星期五(第5节-第8节),付志明 袁琳 ALAA ELDIN MAMDOUH SAAD AHMED AKEF,
867,3635092,葡萄牙文学史和文学选读（二）,外国语学院,专业必修,1,2,1-16,星期一(第3节-第4节),闵雪飞,
868,3635132,葡萄牙语语法（二）,外国语学院,专业任选,1,2,1-16,星期二(第3节-第4节),闵雪飞,
869,3635220,葡萄牙语翻译实践,外国语学院,专业任选,1,2,1-16,星期三(第5节-第6节),樊星,
870,3830018,英语精读（二）,外国语学院,专业必修,1,4,1-16,星期一(第3节-第4节) 星期四(第3节-第4节),李宛霖,
871,3830034,英语精读（四）,外国语学院,专业必修,1,4,1-16,星期二(第3节-第4节) 星期五(第3节-第4节),黄淳,
872,3830042,口语(二),外国语学院,专业任选,1,2,1-16,星期四(第5节-第6节),王逊佳,
873,3830062,英语视听（二）,外国语学院,专业任选,1,2,1-16,星期四(第7节-第8节),王逊佳,
874,3830072,写作(二),外国语学院,专业必修,1,2,1-16,星期三(第5节-第6节),刘微,
875,3830091,英国文学史(一),外国语学院,专业必修,1,2,1-16,星期二(第5节-第6节),纳海,
876,3830100,普通语言学,外国语学院,专业必修,1,2,1-16,星期二(第5节-第6节),胡旭辉,
877,3830131,美国文学史与选读(一),外国语学院,专业必修,1,2,1-16,星期二(第3节-第4节),毛亮,
878,3831020,希腊罗马神话,外国语学院,专业任选,1,2,1-16,星期三(第7节-第8节),刘淳,
879,3831120,中西修辞传统,外国语学院,专业任选,1,2,1-16,星期三(第5节-第6节),刘璐,
880,3832120,英语词汇学,外国语学院,专业任选,1,2,1-16,星期二(第7节-第8节),钱军,
881,3832190,英语辞典和词源学研究,外国语学院,专业任选,1,2,1-16,星期四(第5节-第6节),丁林棚,
